confidence,entropy,margin,error
0.93411,0.24287555,0.86822,0
0.7013525,0.60971403,0.40270492,0
0.737027,0.5761437,0.47405398,0
0.94880646,0.20201465,0.8976129,0
0.85883445,0.40707368,0.7176689,0
0.8139062,0.4805091,0.6278124,0
0.9126728,0.2963099,0.82534564,0
0.9097078,0.30321336,0.81941557,0
0.8029402,0.49629933,0.6058804,0
0.8331322,0.4508848,0.6662644,1
0.6700529,0.6341412,0.3401058,0
0.97977054,0.09893078,0.9595411,0
0.820325,0.4709003,0.64065003,0
0.9198649,0.2790993,0.8397298,0
0.62475973,0.6616858,0.24951947,1
0.9012862,0.32224774,0.80257237,0
0.62635285,0.6608683,0.2527057,0
0.87108827,0.3843127,0.74217653,0
0.69292086,0.6167437,0.38584173,1
0.85802245,0.4085371,0.7160449,0
0.89295524,0.34029174,0.7859105,0
0.52554077,0.69184196,0.05108154,0
0.954686,0.18447936,0.909372,0
0.8866031,0.3535589,0.77320623,0
0.71156716,0.6007426,0.42313433,0
0.8626095,0.40019804,0.725219,0
0.67811483,0.6282823,0.35622966,0
0.85748166,0.40950882,0.7149633,0
0.9159092,0.2886487,0.83181834,0
0.5368971,0.6904219,0.073794246,1
0.5170793,0.69256365,0.034158587,0
0.8856405,0.35553396,0.771281,0
0.63655275,0.65537584,0.2731055,0
0.5766278,0.68135715,0.15325558,0
0.95302045,0.18952379,0.9060409,0
0.5651556,0.6846325,0.13031125,1
0.5557814,0.6869111,0.11156285,1
0.929718,0.2543677,0.85943604,0
0.7787129,0.52853215,0.55742586,0
0.87160414,0.38332587,0.7432083,0
0.7092022,0.6028645,0.4184043,0
0.7601012,0.5509633,0.5202024,0
0.8492952,0.42392972,0.6985904,0
0.81176186,0.48365813,0.6235237,1
0.6595705,0.64132,0.31914103,1
0.8784515,0.36999887,0.75690305,0
0.85424995,0.4152657,0.7084999,0
0.7383162,0.57481074,0.47663236,0
0.89368665,0.33873737,0.7873733,0
0.94968444,0.19944333,0.8993689,0
0.8706614,0.3851275,0.74132276,0
0.89100707,0.34440464,0.78201413,0
0.97868323,0.10312042,0.95736647,1
0.9766654,0.1107475,0.95333076,0
0.9396262,0.22799471,0.87925243,0
0.90365833,0.31696963,0.80731666,1
0.60851604,0.66940725,0.21703207,0
0.60002244,0.6730026,0.20004487,0
0.8640959,0.39745793,0.72819185,0
0.62581086,0.6611476,0.25162172,0
0.6596361,0.6412766,0.31927216,0
0.80665505,0.49103695,0.6133101,0
0.6081446,0.6695708,0.21628916,1
0.89175034,0.34284008,0.7835007,0
0.9601303,0.16752994,0.92026055,0
0.6893937,0.6195849,0.3787874,1
0.936378,0.23681939,0.872756,0
0.7465889,0.5660517,0.49317777,0
0.7493182,0.56308293,0.49863636,0
0.5710145,0.6830269,0.14202908,0
0.79948723,0.50111246,0.59897447,0
0.837738,0.44340187,0.67547596,0
0.72118163,0.59183383,0.44236323,0
0.85536516,0.41328865,0.7107303,0
0.8493342,0.42386228,0.69866836,0
0.8689734,0.38833362,0.73794675,0
0.91899055,0.2812279,0.8379811,0
0.77244574,0.53630424,0.5448915,0
0.5783906,0.68080616,0.1567812,0
0.940377,0.2259289,0.880754,0
0.6095827,0.6689344,0.21916544,1
0.89759415,0.33033726,0.7951883,0
0.92918646,0.2557382,0.8583729,0
0.91958445,0.27978307,0.8391689,0
0.9388976,0.22999008,0.8777952,0
0.85012984,0.42248377,0.7002597,0
0.58483934,0.67868185,0.16967866,0
0.6570041,0.6430027,0.31400824,1
0.87209475,0.3823852,0.7441895,0
0.5777407,0.6810107,0.15548146,0
0.71941334,0.5935066,0.43882668,1
0.85986745,0.40520403,0.7197349,0
0.73612964,0.57706636,0.47225925,0
0.93263733,0.24676296,0.86527467,0
0.5589306,0.68618536,0.11786115,1
0.74864197,0.56382215,0.4972839,0
0.79665697,0.5050021,0.59331393,1
0.5533352,0.6874471,0.10667038,1
0.83927834,0.44086465,0.6785567,0
0.75349116,0.5584671,0.5069823,1
0.87233096,0.38193148,0.7446619,0
0.6489629,0.6480863,0.29792583,0
0.9810476,0.09393369,0.96209514,0
0.86228096,0.40080118,0.7245619,1
0.5482383,0.68848604,0.096476555,0
0.94298154,0.21868363,0.8859631,0
0.5897231,0.67695916,0.17944622,1
0.5477661,0.68857706,0.09553218,0
0.9330329,0.2457222,0.86606574,0
0.8755583,0.37568232,0.75111663,0
0.95158774,0.1938134,0.9031755,0
0.8757719,0.37526542,0.75154376,0
0.9022331,0.3201484,0.80446625,0
0.8325818,0.4517687,0.66516364,0
0.62577635,0.66116536,0.2515527,0
0.6674393,0.63597727,0.33487856,1
0.87059355,0.3852568,0.7411871,0
0.5323018,0.6910589,0.06460357,1
0.8883668,0.3499163,0.77673364,0
0.9271045,0.26106519,0.85420895,1
0.83069927,0.45477572,0.66139853,0
0.6875536,0.62104416,0.37510717,1
0.8659384,0.3940353,0.73187685,0
0.6990584,0.61166,0.39811686,0
0.91994536,0.2789028,0.8398907,0
0.88287616,0.36115503,0.7657523,0
0.7038795,0.60754126,0.40775895,0
0.5096972,0.6929591,0.019394398,1
0.9148711,0.29112062,0.8297422,0
0.8611198,0.40292552,0.7222396,0
0.547958,0.68854016,0.09591603,1
0.8316637,0.4532383,0.66332746,0
0.89703363,0.33155227,0.79406726,0
0.77936536,0.5277101,0.5587307,0
0.516131,0.6926267,0.032261968,1
0.6778214,0.62850076,0.35564277,0
0.90943533,0.30384234,0.81887066,0
0.95090437,0.19584374,0.90180874,0
0.9142297,0.29264107,0.8284594,0
0.8534283,0.41671598,0.7068566,0
0.62426805,0.661936,0.24853611,1
0.6552899,0.6441103,0.31057978,1
0.9021231,0.32039285,0.8042462,0
0.92871773,0.25694323,0.85743546,0
0.6661663,0.6368605,0.3323326,0
0.77253854,0.53619075,0.5450771,0
0.85277367,0.41786754,0.70554733,0
0.9065115,0.31053552,0.813023,0
0.7922543,0.5109545,0.58450866,0
0.55704564,0.6866246,0.11409128,1
0.8567468,0.41082534,0.7134936,0
0.84655106,0.42864525,0.6931021,0
0.870282,0.3858503,0.740564,0
0.93600774,0.23781395,0.8720155,0
0.6731905,0.63189614,0.34638095,1
0.8854469,0.35593003,0.7708938,0
0.71457756,0.59800196,0.42915514,0
0.8773229,0.37222514,0.7546458,0
0.86601007,0.39390165,0.73202014,0
0.6777022,0.6285894,0.35540438,0
0.9084731,0.30605638,0.81694615,0
0.58509135,0.67859536,0.1701827,0
0.86972773,0.3869039,0.73945546,0
0.8945021,0.3369978,0.7890042,0
0.6349813,0.65625125,0.26996255,0
0.9007223,0.32349294,0.80144465,0
0.9421583,0.22098713,0.88431656,0
0.798972,0.5018242,0.597944,0
0.5727071,0.68253696,0.14541423,1
0.6020759,0.672161,0.20415175,0
0.9360722,0.237641,0.87214434,0
0.6304145,0.65873474,0.260829,0
0.95577353,0.181151,0.91154706,0
0.8266918,0.4610932,0.6533836,0
0.55375284,0.68735725,0.10750568,1
0.85434556,0.41509664,0.7086911,0
0.74532825,0.56740963,0.4906565,1
0.9582606,0.17343321,0.9165212,0
0.8125711,0.48247328,0.6251422,0
0.5612366,0.6856284,0.12247321,0
0.7942279,0.5083009,0.5884558,0
0.90514344,0.31363243,0.8102869,0
0.9536755,0.1875473,0.907351,0
0.81831515,0.4739387,0.6366303,0
0.8652922,0.3952391,0.7305844,0
0.6647333,0.6378459,0.3294666,0
0.5237149,0.69202197,0.0474298,1
0.63678527,0.6552454,0.27357054,0
0.66305023,0.63899153,0.32610047,0
0.6865529,0.62183106,0.37310573,0
0.79136246,0.5121459,0.5827249,1
0.9380024,0.23242895,0.8760048,1
0.83991075,0.43981785,0.6798215,0
0.8673487,0.39139587,0.73469734,0
0.82225096,0.467963,0.6445019,0
0.95689976,0.17767471,0.9137995,0
0.6827344,0.62479115,0.36546874,1
0.7082236,0.6037346,0.41644713,0
0.79347396,0.5093174,0.5869479,0
0.9230102,0.2713552,0.84602034,0
0.83180827,0.45300734,0.66361654,0
0.67285323,0.63213956,0.34570643,0
0.8495667,0.42346,0.6991334,0
0.76381814,0.5466387,0.5276363,0
0.9371739,0.2346738,0.8743478,0
0.84392536,0.43310302,0.6878507,0
0.7151091,0.59751344,0.43021825,0
0.8269919,0.46062398,0.65398383,0
0.6118921,0.66789424,0.22378421,0
0.69859606,0.6120492,0.39719212,1
0.5887894,0.67729616,0.1775788,0
0.53754944,0.69032466,0.07509887,1
0.86971784,0.38692275,0.7394357,0
0.7575547,0.5538822,0.5151094,0
0.92880505,0.25671896,0.8576101,0
0.9387481,0.23039831,0.87749624,0
0.7749559,0.5332183,0.54991186,1
0.81854546,0.47359192,0.6370909,1
0.8261994,0.46186167,0.6523988,0
0.968352,0.14042486,0.93670404,0
0.8815789,0.36376727,0.76315784,0
0.8559014,0.4123344,0.71180284,0
0.8667137,0.39258644,0.7334274,0
0.57327586,0.6823697,0.14655173,0
0.8356613,0.44679496,0.6713226,0
0.96637475,0.14712639,0.9327495,0
0.77467585,0.53356445,0.5493517,0
0.8420253,0.43629616,0.68405056,0
0.9078129,0.30756897,0.8156258,0
0.83474845,0.44827643,0.6694969,0
0.9627875,0.15898171,0.925575,0
0.76549333,0.54466474,0.53098667,0
0.6332927,0.65718,0.26658535,1
0.8239255,0.4653886,0.647851,1
0.6359708,0.6557013,0.27194154,1
0.9270502,0.26120326,0.85410035,0
0.98234487,0.08876729,0.96468973,0
0.9387606,0.23036431,0.87752116,1
0.66531503,0.637447,0.33063006,0
0.960372,0.1667602,0.92074394,0
0.8652192,0.39537483,0.73043835,0
0.68704283,0.6214464,0.3740857,0
0.93433726,0.24227242,0.8686745,0
0.8755787,0.37564254,0.7511574,1
0.86895895,0.38836092,0.7379179,1
0.93369997,0.24396136,0.86739993,0
0.8912318,0.34393224,0.78246355,0
0.54552877,0.6889957,0.09105754,0
0.8379066,0.44312495,0.6758132,0
0.9509749,0.19563471,0.90194976,0
0.5806322,0.6800871,0.16126445,0
0.60394156,0.6713811,0.20788315,0
0.92032504,0.27797478,0.8406501,0
0.9171295,0.2857247,0.83425903,0
0.9311697,0.25060278,0.8623394,0
0.8510761,0.42083788,0.70215225,0
0.72765005,0.58558214,0.45530012,1
0.9347817,0.2410908,0.86956334,0
0.96425754,0.15416901,0.9285151,0
0.54444367,0.68919146,0.088887334,1
0.8182785,0.47399387,0.636557,1
0.52193683,0.69218445,0.043873668,1
0.8998904,0.32532364,0.79978085,0
0.9299326,0.25381333,0.8598652,0
0.8117485,0.48367766,0.623497,0
0.91232604,0.29712296,0.8246521,0
0.9122031,0.2974109,0.82440615,0
0.6477523,0.64882696,0.29550454,1
0.95100313,0.19555093,0.90200627,0
0.62758493,0.66022855,0.25516984,0
0.8640148,0.39760795,0.7280296,1
0.9164917,0.2872554,0.8329834,0
0.96503,0.1516149,0.93006,0
0.6348355,0.6563319,0.26967096,1
0.55270433,0.68758136,0.10540867,0
0.8314545,0.4535724,0.66290903,0
0.7222203,0.59084404,0.4444406,1
0.9392464,0.22903599,0.87849283,0
0.69974273,0.6110821,0.39948547,0
0.6551077,0.64422727,0.31021535,1
0.958937,0.17130786,0.917874,0
0.7774607,0.53010315,0.5549214,1
0.8891404,0.3483087,0.77828085,0
0.8951433,0.33562508,0.79028654,0
0.6496643,0.64765424,0.29932857,0
0.86603844,0.39384866,0.7320769,0
0.9581401,0.1738107,0.91628015,0
0.5241304,0.69198215,0.048260808,1
0.70801616,0.60391843,0.41603234,1
0.95344216,0.18825254,0.9068843,0
0.8535276,0.41654098,0.7070552,0
0.5373826,0.6903497,0.074765205,0
0.79263794,0.5104405,0.5852759,1
0.8693738,0.38757536,0.7387476,0
0.93952984,0.22825924,0.8790597,0
0.5059621,0.693076,0.011924148,0
0.87059456,0.38525492,0.7411891,0
0.7373064,0.5758555,0.47461283,0
0.94435835,0.21480298,0.8887167,0
0.7908312,0.5128533,0.5816624,0
0.9326849,0.24663794,0.8653698,0
0.96798736,0.14167011,0.9359747,0
0.63989675,0.65347755,0.2797935,0
0.70126224,0.60979104,0.40252447,1
0.6537863,0.64507127,0.30757263,0
0.8779452,0.37099916,0.75589037,0
0.7376329,0.57551837,0.4752657,0
0.75119066,0.5610233,0.5023813,0
0.61142147,0.668108,0.22284296,0
0.9445324,0.21430987,0.8890648,0
0.8648474,0.3960654,0.72969484,0
0.87085265,0.38476264,0.7417053,1
0.6082345,0.6695312,0.21646905,0
0.85112137,0.42075902,0.70224273,0
0.9544279,0.18526514,0.9088558,0
0.51703787,0.6925665,0.034075737,1
0.53665423,0.6904577,0.07330847,0
0.8278903,0.45921576,0.65578055,0
0.74848056,0.5639983,0.4969611,0
0.79058504,0.5131805,0.5811701,0
0.50923765,0.6929765,0.018475294,1
0.90901583,0.30480894,0.81803167,0
0.7940312,0.5085664,0.5880624,1
0.9234424,0.2702802,0.84688485,0
0.9232738,0.27069986,0.8465476,0
0.68266976,0.6248407,0.36533952,1
0.96236193,0.16036378,0.92472386,0
0.8972162,0.33115685,0.7944324,0
0.8875512,0.35160476,0.7751024,0
0.9483337,0.2033927,0.89666736,0
0.8870447,0.35264978,0.77408946,0
0.60051805,0.672801,0.2010361,0
0.5877203,0.6776775,0.17544055,1
0.7563094,0.55529684,0.5126188,0
0.75721705,0.55426663,0.5144341,0
0.76397246,0.5464575,0.5279449,0
0.8115344,0.48399043,0.6230688,0
0.7535579,0.5583925,0.50711584,0
0.96821624,0.14088905,0.9364325,0
0.57271516,0.6825346,0.14543033,0
0.90379566,0.31666207,0.8075913,0
0.5867385,0.6780237,0.17347705,1
0.5529785,0.6875231,0.10595703,1
0.90620744,0.31122574,0.8124149,0
0.6913953,0.6179797,0.38279057,1
0.5203212,0.69232106,0.04064238,1
0.87370515,0.37928218,0.7474103,1
0.5023988,0.6931356,0.004797578,0
0.85673976,0.41083795,0.7134795,0
0.68507457,0.62298506,0.37014914,0
0.8524081,0.41850916,0.7048162,0
0.5972593,0.67410725,0.19451854,0
0.5510316,0.68792963,0.10206315,0
0.69111305,0.6182072,0.3822261,0
0.86240757,0.40056884,0.72481513,0
0.95618343,0.1798893,0.91236687,0
0.9176591,0.28444976,0.8353182,0
0.9674798,0.14339629,0.93495965,0
0.86070555,0.40368068,0.7214111,0
0.8851189,0.35660028,0.7702378,0
0.5603046,0.68585616,0.120609164,1
0.9192377,0.2806273,0.83847535,0
0.96508855,0.15142068,0.9301771,0
0.81829464,0.47396958,0.6365893,0
0.7092714,0.6028028,0.41854274,1
0.9109657,0.3002979,0.82193136,0
0.60923874,0.6690874,0.21847749,0
0.8917651,0.3428089,0.78353024,0
0.84434235,0.43239856,0.6886847,0
0.7386726,0.5744407,0.47734523,1
0.5995892,0.6731779,0.19917846,1
0.75471103,0.55710006,0.50942206,1
0.9414869,0.22285652,0.8829738,1
0.9319325,0.24861124,0.863865,0
0.9374116,0.23403098,0.8748232,1
0.60963213,0.66891235,0.21926427,1
0.95307124,0.18937084,0.9061425,0
0.9639641,0.15513462,0.9279282,0
0.8464911,0.42874765,0.6929822,0
0.9128926,0.29579386,0.82578516,0
0.9350948,0.24025634,0.87018955,0
0.8932338,0.33970046,0.78646755,0
0.9198687,0.2790899,0.8397374,0
0.8186363,0.47345507,0.6372726,0
0.53179646,0.6911238,0.06359288,0
0.96369237,0.15602657,0.92738473,0
0.8054842,0.4927051,0.61096835,0
0.91527253,0.29016635,0.83054507,0
0.9399026,0.2272354,0.8798052,0
0.955664,0.1814875,0.91132796,0
0.8433591,0.43405747,0.6867182,0
0.8768152,0.37322283,0.7536304,0
0.9382893,0.23164889,0.87657857,0
0.8069254,0.49065053,0.61385083,0
0.5329333,0.6909764,0.06586659,1
0.9625553,0.15973642,0.9251106,0
0.81341016,0.48124027,0.6268203,0
0.8783251,0.37024885,0.7566502,0
0.91395926,0.2932805,0.8279185,0
0.72457767,0.58857775,0.44915533,0
0.5466249,0.68879306,0.0932498,0
0.73159075,0.5816702,0.4631815,0
0.50013494,0.6931472,0.00026986003,0
0.88585234,0.35510013,0.7717047,0
0.941674,0.22233641,0.883348,0
0.95197886,0.19264686,0.9039577,0
0.60489166,0.67097837,0.20978335,0
0.7815327,0.52496123,0.5630654,1
0.80885184,0.48788357,0.6177037,0
0.8565726,0.4111367,0.71314526,0
0.80368024,0.49525803,0.6073605,0
0.50026447,0.693147,0.0005289316,1
0.6516785,0.6464014,0.303357,0
0.9304702,0.2524209,0.86094046,1
0.6107996,0.668389,0.22159922,1
0.8900887,0.34632987,0.78017735,0
0.85688895,0.41057098,0.7137779,0
0.77167594,0.53724337,0.5433519,0
0.83382976,0.44976133,0.6676595,0
0.5297473,0.6913763,0.059494615,1
0.89644736,0.3328195,0.7928947,0
0.9452243,0.21234384,0.8904486,0
0.9656379,0.14959258,0.93127584,0
0.9091686,0.30445716,0.8183372,0
0.8884767,0.3496883,0.77695346,1
0.6919865,0.617502,0.383973,0
0.60157037,0.6723698,0.20314074,1
0.69514585,0.6149213,0.3902917,1
0.77242464,0.53633,0.5448493,0
0.9202722,0.27810413,0.84054434,0
0.8860824,0.3546284,0.7721648,0
0.9829294,0.0864082,0.9658588,0
0.9408001,0.2247604,0.88160014,1
0.59514296,0.674932,0.19028595,0
0.67883235,0.62774646,0.3576647,0
0.73626935,0.576923,0.4725387,0
0.5179925,0.6924996,0.035984993,1
0.90192026,0.3208431,0.8038405,0
0.72012794,0.59283245,0.44025588,0
0.79419965,0.50833905,0.5883993,0
0.8877347,0.3512254,0.7754694,0
0.7117299,0.6005955,0.42345977,1
0.8736478,0.3793931,0.7472956,0
0.8411014,0.43783897,0.6822028,0
0.94940495,0.20026357,0.8988099,0
0.5484964,0.6884359,0.09699285,1
0.8757028,0.3754003,0.7514056,0
0.7576902,0.5537278,0.5153804,0
0.8838021,0.35928047,0.76760423,0
0.86634773,0.393271,0.73269546,0
0.6412027,0.6527231,0.2824054,0
0.5620469,0.68542767,0.12409377,1
0.82561684,0.46276864,0.6512337,0
0.7434141,0.5694555,0.4868282,0
0.8669974,0.3920549,0.73399484,0
0.52349645,0.6920426,0.046992898,1
0.9170057,0.28602225,0.83401144,0
0.78846824,0.51597905,0.5769365,0
0.7753738,0.53270113,0.55074763,0
0.91833067,0.28282765,0.83666134,0
0.8136616,0.48086986,0.62732315,0
0.8964644,0.33278278,0.7929288,0
0.93384576,0.24357557,0.8676915,0
0.76405215,0.54636395,0.5281043,0
0.6583568,0.64211935,0.31671354,0
0.7771326,0.5305133,0.55426514,0
0.62093985,0.6636021,0.24187967,0
0.6635452,0.6386559,0.32709038,0
0.95202124,0.19252029,0.9040425,0
0.90457255,0.3149183,0.8091451,0
0.7436166,0.56924,0.48723316,0
0.94477683,0.21361637,0.88955367,0
0.92386854,0.26921785,0.8477371,0
0.73069435,0.582567,0.4613887,0
0.7549412,0.55684125,0.50988245,0
0.92850447,0.25749037,0.85700893,0
0.8564692,0.41132146,0.7129384,0
0.82676274,0.46098238,0.6535255,0
0.9607898,0.16542591,0.9215796,0
0.9074721,0.3083478,0.81494415,0
0.8394743,0.44054052,0.67894864,0
0.78989995,0.51408917,0.5797999,0
0.62548083,0.6613171,0.25096166,0
0.89848804,0.32839245,0.7969761,0
0.8596527,0.40559345,0.7193054,0
0.7848276,0.5207296,0.5696552,1
0.6345786,0.6564739,0.26915717,0
0.67913395,0.62752056,0.3582679,1
0.83252805,0.45185494,0.6650561,0
0.96466714,0.1528168,0.9293343,0
0.8239895,0.46528977,0.647979,0
0.74800855,0.56451243,0.4960171,1
0.88246626,0.36198214,0.7649325,0
0.94910955,0.20112881,0.8982191,1
0.8972899,0.33099723,0.79457974,1
0.84963596,0.42334008,0.6992719,0
0.72360575,0.58951545,0.44721153,0
0.87765425,0.3715728,0.7553085,0
0.9247852,0.26692376,0.8495704,0
0.7184353,0.5944251,0.43687057,0
0.90751636,0.30824667,0.8150327,0
0.5617221,0.6855085,0.1234442,1
0.8036373,0.4953185,0.60727465,1
0.9119774,0.2979388,0.8239548,0
0.67799664,0.6283703,0.35599324,0
0.5858363,0.6783382,0.17167255,0
0.7584675,0.55284,0.516935,1
0.96045136,0.16650699,0.9209027,0
0.9484629,0.20301652,0.8969258,0
0.6816244,0.62563896,0.36324885,0
0.89982617,0.32546476,0.79965234,0
0.6499586,0.64747226,0.2999172,0
0.7793664,0.52770877,0.55873275,0
0.778005,0.5294214,0.55601,0
0.93930554,0.22887409,0.8786111,0
0.6220959,0.6630288,0.24419177,0
0.79716736,0.5043043,0.5943347,0
0.94265,0.21961278,0.88530004,0
0.7361006,0.5770962,0.47220123,0
0.56356686,0.68504375,0.12713373,0
0.9234346,0.27029967,0.84686923,0
0.8836234,0.35964286,0.76724684,0
0.7813813,0.5251541,0.5627626,0
0.78145254,0.5250634,0.5629051,0
0.7754505,0.5326061,0.55090106,1
0.6881532,0.62057036,0.3763064,0
0.7129997,0.5994439,0.42599943,0
0.8116396,0.48383677,0.6232792,0
0.82100785,0.4698618,0.6420157,0
0.53822947,0.69022137,0.07645896,0
0.738582,0.57453483,0.47716406,1
0.83456993,0.44856548,0.66913986,0
0.71243405,0.5999579,0.42486808,0
0.5239125,0.69200313,0.04782498,1
0.9437591,0.21649651,0.88751817,0
0.81607324,0.47729588,0.6321465,0
0.71809095,0.5947473,0.4361819,1
0.924906,0.26662052,0.84981203,0
0.5918353,0.6761836,0.18367064,0
0.9519509,0.19273037,0.9039018,0
0.8873064,0.35211018,0.7746128,0
0.93481,0.2410154,0.86961997,0
0.77989376,0.5270424,0.5597875,0
0.9208318,0.2767331,0.8416636,0
0.69957757,0.6112218,0.39915514,1
0.86623836,0.39347538,0.7324767,0
0.84723735,0.4274714,0.6944747,0
0.6724864,0.6324038,0.34497282,0
0.71733236,0.5954552,0.43466473,0
0.90047234,0.3240439,0.8009447,0
0.9336176,0.24417923,0.8672352,0
0.6687125,0.63508666,0.33742502,0
0.5561813,0.6868211,0.11236262,1
0.50387406,0.69311714,0.007748127,1
0.8249246,0.46384338,0.6498492,1
0.7861817,0.5189719,0.5723634,0
0.7030434,0.60826355,0.4060868,0
0.839236,0.4409346,0.67847204,0
0.8647555,0.39623606,0.729511,0
0.5595082,0.6860479,0.11901641,1
0.8435949,0.43366033,0.6871898,1
0.7446296,0.56815857,0.48925924,0
0.59292006,0.6757781,0.1858401,0
0.88219213,0.36253446,0.76438427,0
0.7468724,0.5657451,0.49374485,1
0.76263285,0.548026,0.5252657,0
0.88714856,0.35243574,0.7742971,0
0.5889852,0.67722577,0.17797041,1
0.9600606,0.1677516,0.9201212,0
0.5851389,0.6785791,0.1702778,0
0.9632553,0.15745696,0.9265106,0
0.66477424,0.63781786,0.32954848,0
0.95392764,0.18678403,0.9078553,0
0.9178191,0.28406394,0.83563817,0
0.5794027,0.68048406,0.15880537,1
0.5902407,0.6767708,0.1804814,0
0.8797515,0.36741984,0.759503,0
0.76131433,0.5495602,0.52262866,0
0.91905737,0.28106555,0.83811474,0
0.9103278,0.30177876,0.8206556,0
0.7034042,0.6079523,0.40680835,0
0.8642622,0.39715022,0.72852445,0
0.6441082,0.6510178,0.28821635,0
0.79868835,0.5022154,0.5973767,0
0.84836054,0.4255424,0.6967211,0
0.64077485,0.652971,0.2815497,0
0.5595104,0.6860474,0.11902082,0
0.70413256,0.6073221,0.4082651,1
0.83679223,0.444951,0.67358446,0
0.85409915,0.41553226,0.7081983,0
0.554157,0.6872697,0.10831404,1
0.7444269,0.5683754,0.4888538,0
0.51333976,0.6927912,0.026679486,0
0.5904671,0.6766881,0.18093419,1
0.91601026,0.28840715,0.8320205,0
0.5872548,0.67784214,0.17450964,0
0.8953906,0.3350944,0.79078126,0
0.95957613,0.16928896,0.91915226,0
0.8042681,0.49442828,0.60853624,0
0.8847328,0.35738796,0.76946557,0
0.7888739,0.5154449,0.5777478,0
0.5351101,0.6906798,0.07022023,1
0.7600262,0.5510497,0.52005243,1
0.6761527,0.62973547,0.3523054,0
0.8319096,0.45284534,0.6638192,1
0.5817395,0.67972434,0.16347897,0
0.8401854,0.4393623,0.6803708,0
0.92904127,0.25611186,0.85808253,0
0.76874137,0.54079276,0.53748274,0
0.91167223,0.29865175,0.82334447,0
0.87430936,0.3781119,0.7486187,0
0.74350214,0.5693618,0.4870043,0
0.7782189,0.529153,0.55643785,1
0.5405324,0.68985784,0.08106482,0
0.9270439,0.26121914,0.8540878,0
0.9660018,0.14837664,0.9320036,0
0.755206,0.5565431,0.510412,0
0.86288065,0.39969963,0.7257613,0
0.93433464,0.24227944,0.8686693,0
0.9702186,0.13398148,0.9404372,0
0.8983187,0.32876155,0.7966374,1
0.73492974,0.5782937,0.46985948,0
0.8919602,0.34239736,0.7839204,0
0.5299774,0.6913488,0.059954762,1
0.93398744,0.24320033,0.8679749,0
0.817225,0.4755754,0.63444996,0
0.6207379,0.6637018,0.24147585,0
0.7943282,0.50816536,0.5886564,0
0.84673053,0.42833865,0.69346106,0
0.9715447,0.12933101,0.94308937,1
0.83516914,0.44759443,0.6703383,0
0.842664,0.43522584,0.685328,0
0.877641,0.3715989,0.75528204,0
0.9130901,0.2953295,0.8261802,0
0.97877586,0.10276574,0.9575517,0
0.78209656,0.52424157,0.5641931,1
0.76957464,0.5397898,0.5391493,0
0.6382426,0.65442264,0.2764852,0
0.5678551,0.68391013,0.13571024,1
0.561501,0.6855632,0.12300205,1
0.8824626,0.36198953,0.76492524,0
0.74824536,0.56425464,0.49649072,0
0.77440023,0.5339046,0.54880047,0
0.9097643,0.30308285,0.8195286,0
0.7305324,0.5827285,0.46106485,0
0.738693,0.57441956,0.477386,1
0.7859838,0.5192294,0.5719676,0
0.8926776,0.34088033,0.7853552,0
0.7089394,0.60309863,0.41787875,0
0.52474034,0.69192255,0.049480677,1
0.78131783,0.52523494,0.56263566,0
0.9274569,0.26016802,0.85491383,0
0.6121983,0.66775465,0.22439659,1
0.79715973,0.5043148,0.59431946,1
0.68410444,0.62373686,0.36820886,0
0.5841759,0.67890835,0.16835177,0
0.9298836,0.25393993,0.8597672,0
0.9729989,0.12415783,0.94599783,0
0.88214123,0.3626369,0.76428246,0
0.72650015,0.58670884,0.45300028,0
0.9128271,0.2959478,0.82565415,0
0.7806004,0.526147,0.56120086,0
0.64366686,0.6512792,0.2873337,0
0.82452667,0.46445966,0.64905334,0
0.7851113,0.5203622,0.5702226,0
0.62119836,0.66347444,0.24239671,0
0.803543,0.49545142,0.60708594,1
0.9382837,0.23166412,0.87656736,0
0.8228171,0.4670948,0.6456342,1
0.8061888,0.49170226,0.61237764,0
0.64726037,0.64912605,0.29452074,1
0.79489285,0.5074014,0.5897857,0
0.9382941,0.23163575,0.8765882,0
0.84633636,0.4290117,0.6926727,0
0.72201765,0.59103763,0.44403532,0
0.595047,0.67496884,0.19009396,1
0.9263666,0.26293755,0.85273325,0
0.75383264,0.5580852,0.5076653,0
0.7033841,0.60796964,0.4067682,0
0.81214356,0.4830998,0.6242871,0
0.8592243,0.4063691,0.71844864,0
0.83520645,0.44753388,0.6704129,0
0.9416957,0.22227602,0.8833914,0
0.94665456,0.20825022,0.8933091,0
0.8993857,0.32643062,0.7987714,0
0.6159508,0.6660117,0.23190168,0
0.88915575,0.34827682,0.7783115,0
0.9471219,0.20690395,0.89424384,0
0.9286634,0.25708276,0.85732675,0
0.76598585,0.54408145,0.5319717,0
0.7989898,0.5017997,0.59797955,0
0.6015032,0.6723975,0.20300639,1
0.9277,0.25954813,0.85539997,0
0.96380216,0.15566647,0.9276043,0
0.7488276,0.5636195,0.49765515,0
0.536281,0.69051224,0.07256198,1
0.97304046,0.12400891,0.9460809,0
0.93915486,0.22928664,0.8783097,1
0.6378221,0.65466106,0.27564418,1
0.95489013,0.18385671,0.90978026,0
0.8174312,0.4752664,0.6348624,1
0.8999125,0.32527524,0.79982495,0
0.6171319,0.66545075,0.23426378,0
